순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words,topic_dict,IMAGE,판매가
70.0,74.5,9791191724165,초등 그림책 문해력 수업,그림책사랑교사모임,교육과실천,문해 수업 적기 초등학교 시기 아이 그림책 활동 국어 교육과정 목표 한글 깨 어휘 확장 학습 도구로 언어 사고 문해 뿌리 린다 한글 세계 우수 만큼 문자 우리나라 문맹률 대로 우리나라 학생 문해 상대 편이 유튜브 영상 이미지 정보 요즘 아이 통한 지식 습득 더욱이 코로나 팬데믹 지난 몇 비대 온라인 수업 초등학생 문해 결손 격차 초등 그림책 문해 수업 교실 그림책 마음 학습 능력 각기 학생 열정 수업 그림책 사랑 교사 모임 해답,사회 정치,2.0,"[(2, 0.36547568440437317), (15, 0.13352496922016144), (20, 0.11326324194669724), (12, 0.08658235520124435)]",교육 교사 아이 수업 학교,"{2: 0.36547568440437317, 15: 0.13352496922016144, 20: 0.11326324194669724, 12: 0.08658235520124435}",https://shopping-phinf.pstatic.net/main_3465160/34651608618.20221019101500.jpg,"18,900원"
35.0,45.4,9791191731255,말의 알고리즘,고은미/김정호,한밤의책,선택 그다음 알고리즘 지배 고작 습관 하나로 인생 송두리째 뇌 과학 심리 실험 과학 입증 사실 시절 신체 나이 노 거짓 점수 실제 점수 아이 긍정 정신건강 회복 우울증 환자 여러 실험 결과 뒷받침 힘 연구 심리학 교수 김정호 심리학 박사 고은미 다음 알고리즘 인생 결정 고 알고리즘 우울 좌절 분노 부정 감정 삶 알고리즘 희망 삶 의미 알고리즘,자기계발,3.0,"[(3, 0.21865226328372955), (23, 0.16771255433559418), (15, 0.15409301221370697), (16, 0.14628277719020844)]",마음 심리학 감정 심리 불안,"{3: 0.21865226328372955, 23: 0.16771255433559418, 15: 0.15409301221370697, 16: 0.14628277719020844}",https://shopping-phinf.pstatic.net/main_3273412/32734128625.20221019152353.jpg,"13,500원"
10.0,6.4,9791191731279,그림 그리기가 이토록 쉬울 줄이야,이기주,스몰빅라이프,회수 유튜브 이기주의 스케치 적 벽지 냉장고 문 대로 성인 그리기 본능 억 그린 어딘가 보 주변 시선 신경 주제 어딘가 시도 겁 내지 그리기 결코 마음속 욕심 실수 용납 강박 걸 뿐 그리기 리지 삐뚤빼뚤 선 완성 사실,예술,15.0,"[(15, 0.38962334394454956), (27, 0.24285927414894104), (21, 0.11329133063554764), (11, 0.10876059532165527)]",시작 이유 사실 경험 시대,"{15: 0.38962334394454956, 27: 0.24285927414894104, 21: 0.11329133063554764, 11: 0.10876059532165527}",https://shopping-phinf.pstatic.net/main_3323096/33230964624.20221019150816.jpg,"16,200원"
5.0,14.3,9791191769203,빠르게 실패하기,도연/라이언 바비노/존 크럼볼츠,스노우폭스북스,준비 계획 뿐 시작 최대한 존 크롬 볼츠 라이언 바비 노 미국 진로 상담 권위자 교수 미국 상담 협회 로부터 전설 상 협회 수여 명예 전당 업적 진행 스탠퍼드 대학교 인생 성장 프로젝트 연구 참여 결과 연구 기간 사람 일련 공통 행동 패턴 핵심 내용 총 구성 실험 제안 행동 힘 개인 삶 사업 행동 준비 즉각 실행 준비 목표 성공 요소,자기계발,23.0,"[(23, 0.3306063413619995), (16, 0.16438208520412445), (3, 0.1462550163269043), (28, 0.12942242622375488)]",변화 방법 미래 제시 기술,"{23: 0.3306063413619995, 16: 0.16438208520412445, 3: 0.1462550163269043, 28: 0.12942242622375488}",https://shopping-phinf.pstatic.net/main_3437281/34372815618.20221019142202.jpg,"14,850원"
74.0,74.0,9791191769241,사지 않는 생활,후데코/노경아,스노우폭스북스,물건 물건 돈 통장 삶 방법 사지 생활 사 현대인 물건 중독 사 물건 디자인 기능 조금 해도 물건 인식 습관 중독 각심 무심코 물건 행동 관점 제시 대중 반항 디테일 물건 일본 중국 상품 물건 자주 지적 무의식 마인드 기인 해석 물건 기능 물건 물건 인식 일련 쇼핑 중독 상태,자기계발,31.0,"[(31, 0.3663240075111389), (13, 0.14650820195674896), (3, 0.14376837015151978), (10, 0.08327790349721909)]",디자인 게임 공간 디자이너 광고,"{31: 0.3663240075111389, 13: 0.14650820195674896, 3: 0.14376837015151978, 10: 0.08327790349721909}",https://shopping-phinf.pstatic.net/main_3569244/35692447620.20221129162551.jpg,"14,400원"
18.0,14.8,9791191824001,지구 끝의 온실,김초엽,자이언트북스,김 초엽 장편소설 층 형성 사랑 김 초엽 스트로 세계 장편소설 무대 지난해 플랫폼 연재 발표 반년 훌쩍 수정 한층 무르 구성 세부 장면 탄생 지구 끝 온실 지구 끝 온실 자이언트 북스 네 김중혁 시리즈 소설 내일 초인 배명훈 장편소설 우주 국문학 일곱 명의 즐거움 키 워드 단편소설 앤솔로지 놀이터 시 상상력 응원 다운 작품 자이언트 북스 이번 주인공 김 초엽 지구 끝 온실,소설/시/희곡,5.0,"[(5, 0.4811769425868988), (29, 0.12986627221107483), (21, 0.1146562397480011), (16, 0.09368038922548294)]",소설 작품 문학 시리즈 장편소설,"{5: 0.4811769425868988, 29: 0.12986627221107483, 21: 0.1146562397480011, 16: 0.09368038922548294}",https://shopping-phinf.pstatic.net/main_3247557/32475579086.20221019123711.jpg,"13,500원"
47.0,38.8,9791191825084,기묘한 미술관,진병관,빅피시,소설 프랑스 공인 문화 설사 진병관 매혹 스토리텔링 명화 수업 시체 찾기 영안 실 전전 화가 세기 늑대 소녀 초상화 피 뚝뚝 소의 사체 살해 소문 난 화가 명화 전부 보이 사실 진실 칭송 당대 외면 비밀 풀 더욱 미술관 프랑스 공인 문화 설사 진병관 제대로 명화 미스터리 소설 흥미진진,예술,30.0,"[(30, 0.35873809456825256), (15, 0.26786133646965027), (5, 0.20647254586219788), (13, 0.05644825100898743)]",미술 작품 예술 지식 한국사,"{30: 0.35873809456825256, 15: 0.26786133646965027, 5: 0.20647254586219788, 13: 0.05644825100898743}",https://shopping-phinf.pstatic.net/main_3246692/32466925721.20221019150954.jpg,"16,020원"
3.0,7.7,9791191825145,위로의 미술관,진병관,빅피시,미술관 나은 사람 거 프랑스 공인 문화 설사 진병관 감동 명화 수업 색채 마술사 앙리 마티스 병 화가 르누아르 말년 손가락 붓 쥐 기도 미국 국민 화가 불리 작품 그랜마 모지스 실 처음 그리기 시작 작품 화가 정말 미술관 이자 프랑스 공인 문화 설사 진병관 신작 위로 미술관 좌절 경험 오히려 위로 명의 화가 작품 소개 매혹 스토리텔링 명화 화가 작품 이해 뿐 위로 전하 온기,예술,30.0,"[(30, 0.4636514484882355), (21, 0.16391226649284363), (15, 0.13357608020305634), (5, 0.09074010699987411)]",미술 작품 예술 지식 한국사,"{30: 0.4636514484882355, 21: 0.16391226649284363, 15: 0.13357608020305634, 5: 0.09074010699987411}",https://shopping-phinf.pstatic.net/main_3425827/34258273620.20221019145004.jpg,"16,920원"
58.0,34.1,9791191825152,365일 명화 일력,김영숙,빅피시,매혹 명화 만년 일력 앞 인생 렘브란트 작품 유대인 신부 보고 반 고흐 명화 처음 감동 그날 마음 남아 힘 빛 미술관 자주 찾기 요즈음 명화 일력 책상 세계 명화 나볼 휴일 여운 가시 월요일 주간 일요일 요일 꼭 리듬 감성 명화 선사 예술 테디 셀러 지식 페이지 미술 김영숙 친절 해설 만날 기쁨,예술,30.0,"[(30, 0.4077245593070984), (21, 0.20751337707042694), (15, 0.17286549508571625), (9, 0.10286471992731094)]",미술 작품 예술 지식 한국사,"{30: 0.4077245593070984, 21: 0.20751337707042694, 15: 0.17286549508571625, 9: 0.10286471992731094}",https://shopping-phinf.pstatic.net/main_3246371/32463712048.20230101101504.jpg,"16,920원"
17.0,19.7,9791191825404,세상에서 가장 짧은 한국사,김재원,빅피시,소설 몰입 역사 흐름 단박 한국사 고대 현대 한국사 소개 역사 흐름 단숨 파악 유튜브 채널 공부왕 천재 화제 역사 선생님 이자 김재원 과거 현재 마치 편의 소설 역사 설명 한국사 역사 란 교과서 학문 수천 달 한국사 볼 숨 가쁠 몰입 테 맥락 이해 마지막,역사,30.0,"[(30, 0.3249812126159668), (5, 0.22618716955184937), (15, 0.13698513805866241), (11, 0.07581008970737457)]",미술 작품 예술 지식 한국사,"{30: 0.3249812126159668, 5: 0.22618716955184937, 15: 0.13698513805866241, 11: 0.07581008970737457}",https://shopping-phinf.pstatic.net/main_3269953/32699535624.20221019141701.jpg,"16,020원"
9.0,12.5,9791191825510,위대한 과학 고전 30권을 1권으로 읽는 책,김성근,빅피시,아리스토텔레스 리처드 도킨스 천문학 현대 유전학 수천 과학 발달 지적 탐험 책장 고전 이내 배경 지식 이해 장벽 끝내 완독 채 책장 반복 전문가 먼저 소화 듯 지성인 라면 꼭 과학 고전 페이지 정도 압축 소개 과학 과학 삶 얼마나 연결 현실 세계 이해 데 얼마나 도움 깨 과학 재미 푹,자연과학,15.0,"[(15, 0.32832831144332886), (16, 0.19221355020999908), (12, 0.151723712682724), (30, 0.128690704703331)]",시작 이유 사실 경험 시대,"{15: 0.32832831144332886, 16: 0.19221355020999908, 12: 0.151723712682724, 30: 0.128690704703331}",https://shopping-phinf.pstatic.net/main_3477410/34774104621.20221019151858.jpg,"16,020원"
12.0,16.0,9791191825619,사랑은 그렇게 하는 것이 아니다,김달,빅피시,사람 내일 반드시 기억 이자 크리에이터 매체 활동 김달 이번 약 명의 사람과 상담 고민 사랑 포함 인간관계 기본 기본 고스 란 전작 미처 만남 이별 오해 이해 갈등 해결 신뢰 성장 현실 해답 나볼 고민 필요 해결 방법,에세이,21.0,"[(21, 0.3532901406288147), (23, 0.18052445352077484), (15, 0.11214086413383484), (12, 0.1035771518945694)]",사랑 마음 위로 인생 행복,"{21: 0.3532901406288147, 23: 0.18052445352077484, 15: 0.11214086413383484, 12: 0.1035771518945694}",https://shopping-phinf.pstatic.net/main_3519073/35190739618.20221230071529.jpg,"14,850원"
80.0,80.0,9791191825695,미라클 해빗 Q&A 다이어리,조성희,빅피시,내일 변화 다이어리 다이어리 동기부여 명언 자기계발 마음 근육 테마 명언 성장 인생 분 다이어리 인사이트 영감 동기부여 명언 점검 인생 나볼 구성 기존 다이어리 차원 일과 미래 행복 건강 성장 감사 테마 일주일 동기부여 명언 구성 삶 지점 볼,자기계발,21.0,"[(21, 0.34561920166015625), (23, 0.16382016241550446), (3, 0.13282613456249237), (15, 0.09186102449893951)]",사랑 마음 위로 인생 행복,"{21: 0.34561920166015625, 23: 0.16382016241550446, 3: 0.13282613456249237, 15: 0.09186102449893951}",https://shopping-phinf.pstatic.net/main_3572995/35729958631.20221129171938.jpg,"19,800원"
3.0,2.0,9791191859379,인생의 역사,신형철,난다,인생 육성 그게 곧 시라 평론가 신형철 신작 문학 향 사랑 이자 시대 평론가 신형철 신작 다섯 이자 처음 시화 임 제목 인생 역사 스스로 제목 머리 인생 역사 까닭 간명 행 연 우리네 인생 삶 역사 총 동서 고금 스물 다섯 편의 꼽 실었다 상고 가인 공무도하가 부터 이영광 시인 사랑 발명 역사 너비 깊이 시 인생 음 대신 산문,에세이,21.0,"[(21, 0.5125886797904968), (1, 0.1712605208158493), (15, 0.07436395436525345), (24, 0.06585369259119034)]",사랑 마음 위로 인생 행복,"{21: 0.5125886797904968, 1: 0.1712605208158493, 15: 0.07436395436525345, 24: 0.06585369259119034}",https://shopping-phinf.pstatic.net/main_3527658/35276583629.20221230072657.jpg,"16,200원"
1.0,3.2,9791191891201,잘될 수밖에 없는 너에게,최서영,북로망스,도경완 드 로우 앤드류 이연 김 강력 추천 귀 최서영 응원 최선 다해 삶 반드시 인생 참고서 최서영 응원 전격 롤모델 이자 인생 선배 삼고 그녀 힘 동기부여 메시지 요청 반응 주제 엄선 공 집필 끝 마침내 탄생 자기계발 사이 유독 최서영 목소리 귀 이유 뭘 그것 단호 공감 현실 조언,에세이,15.0,"[(15, 0.35704848170280457), (21, 0.2858373522758484), (24, 0.06727753579616547), (11, 0.06597542017698288)]",시작 이유 사실 경험 시대,"{15: 0.35704848170280457, 21: 0.2858373522758484, 24: 0.06727753579616547, 11: 0.06597542017698288}",https://shopping-phinf.pstatic.net/main_3410601/34106011618.20221019134323.jpg,"14,400원"
17.0,17.0,9791191891232,머니 트렌드 2023,부동산읽어주는남자(정태익)/김도윤/김경민/김상균/전영수/최준철/홍춘욱,북모먼트,뒤 부의 변동 계묘년 돈 흐름 반드시 트렌드 끝 곤두박질 경제 상황 맞이 미래 자산 좌우 보유 자산 최대한 반드시 대비 핵심 트렌드 탄생 부동산 주식 메타 버스 인구 재테크 전문가 힘 돈 흐름 전망 부자 노하우 전략 명의 유튜브 채널 남 정태익 김 김 도윤 내년 경제 전망 현실 재테크 방법 자산 관리 달라 요청 힘 전문가 마침내 돈 주제 트렌드 트렌드,경제 경영,22.0,"[(22, 0.3827654719352722), (25, 0.15120020508766174), (23, 0.137197345495224), (11, 0.08383984118700027)]",투자 돈 부동산 주식 부자,"{22: 0.3827654719352722, 25: 0.15120020508766174, 23: 0.137197345495224, 11: 0.08383984118700027}",https://shopping-phinf.pstatic.net/main_3571559/35715594626.20221129170221.jpg,"17,100원"
7.0,7.0,9791191904048,아파트 투자는 사이클이다,이현철,여의도책방,부동산 시장 소름 예측 진짜 전문가 전세계 투자 대가 격언 아파트 사이클 매매 타이밍 설명 아파트 사이클 연구소 현철 소장 여러 부동산 전문가 하락 부동산 폭등 고 외치 목소리 오늘이 무조건 조정 지나 본격 하락 도래 라며 매도 권유 또한 임대차 시행 대란 거 부동산 전문가 예측 반대 대란 며 전문가 전망 해명 시장 입장 현철 소장 전망 현실 그대로 실현 예언 정도 시장 예측 현장 깨달 아파트 사이클,경제 경영,22.0,"[(22, 0.4989466369152069), (23, 0.22018390893936157), (15, 0.1744999885559082), (28, 0.03569554165005684)]",투자 돈 부동산 주식 부자,"{22: 0.4989466369152069, 23: 0.22018390893936157, 15: 0.1744999885559082, 28: 0.03569554165005684}",https://shopping-phinf.pstatic.net/main_3530761/35307610532.20221027194630.jpg,"18,000원"
49.0,49.0,9791191959185,고양이는 왜 장화를 신었을까,박신영,바틀비,편의 명작 볼 역사 뒷이야기 탐색 낯선 세계사 박신영 전작 백마 왕자 속편 내용 한층 그리스신화 신통기 변신 고전 시작 백설공주 헨젤 그레텔 동화 머리 앤 제인 에어 톰 아저씨 오두막 반지 제왕 명작 제목 역사 서로 연결 편의 유럽사 흐름 한눈 명작 어보 전혀 결론 주로 권력 자가 역사 반대쪽 역사 항상 마련,인문,15.0,"[(15, 0.2072717547416687), (30, 0.1953265517950058), (21, 0.1164165511727333), (8, 0.11259286850690842)]",시작 이유 사실 경험 시대,"{15: 0.2072717547416687, 30: 0.1953265517950058, 21: 0.1164165511727333, 8: 0.11259286850690842}",https://shopping-phinf.pstatic.net/main_3578057/35780570621.20221231084101.jpg,"17,820원"
62.0,28.5,9791191998085,"차이나 쇼크, 한국의 선택",한청훤,사이드웨이,중국 나라 과거 중국 중국 중국 지정학적 대지진 뒤 임박 위기 앞 중국 심층 변화 통찰 박민희 한겨레 논설 위원 중국 딜레마 중국 나라 향 쇼크 중국 과시 위협 팽창 움직임 마치 해일 처럼 중이 중국 시진핑 집권 중화 제국 귀환 차이나 쇼크 선택 중국 패권 제국 길 선택 세계 목하 마찰 거듭 입체 심층 분석,사회 정치,25.0,"[(25, 0.6653122305870056), (15, 0.13050074875354767), (1, 0.07318652421236038), (13, 0.052440159022808075)]",인류 전쟁 위기 중국 세계사,"{25: 0.6653122305870056, 15: 0.13050074875354767, 1: 0.07318652421236038, 13: 0.052440159022808075}",https://shopping-phinf.pstatic.net/main_3376233/33762332641.20221019131517.jpg,"15,300원"
31.0,19.1,9791192085265,거의 모든 전쟁의 역사,유나영/제러미 블랙,서해문집,승리 패배 역사 서술 역작 월스트리트저널 스케일 밀도 텍스트 가독성 전쟁 인간 역사 망라 도전 타임스 서구 중심 세계 세계사 학교 출판 지난 수천 전쟁 인간 삶 사회 정치 종교 측면 폭력 문화 공동 목표 과거 현재 미래 전쟁 공동체 과거 전쟁 이해 비극 결과 초래 수도 러미 블랙 한나라 로부터 아시리아 로마 제국 나폴레옹 프랑스 베트남 아프가니스탄 세계 현상 전쟁 검토 과정 전쟁 기원 초기 요새 성 세기 제국주의 주제 별로,역사,25.0,"[(25, 0.3609740436077118), (13, 0.3300473093986511), (28, 0.1493971347808838), (15, 0.05736668035387993)]",인류 전쟁 위기 중국 세계사,"{25: 0.3609740436077118, 13: 0.3300473093986511, 28: 0.1493971347808838, 15: 0.05736668035387993}",https://shopping-phinf.pstatic.net/main_3253714/32537142804.20221019131258.jpg,"17,550원"
75.0,41.0,9791192085371,동물들의 위대한 법정,장 뤽 포르케/장한라/야체크 워즈니악,서해문집,세계 카메라 가운데 멸종 위기 동물 법정 등장 수리부엉이 담비 갯지렁이 저 종이 이유 설명 인간 생존 막대 투자 열 종 가운데 종 목숨 구 상황 배심원 재판 시청 심문 동물 변론 대체 선택 생활자 인간 무관심 생물 다양성 상실 미래 줌 공생 동맹 모습 고민 왕자 의미 과학 언어 전하 우화,역사,15.0,"[(15, 0.2169068455696106), (16, 0.15495839715003967), (4, 0.15357808768749237), (8, 0.12946443259716034)]",시작 이유 사실 경험 시대,"{15: 0.2169068455696106, 16: 0.15495839715003967, 4: 0.15357808768749237, 8: 0.12946443259716034}",https://shopping-phinf.pstatic.net/main_3467983/34679833642.20221019132803.jpg,"13,050원"
80.0,80.0,9791192097312,가장 인간적인 미래,윤송이,웨일북,시대 지적 무기 하정우 소장 조회 지식 교양 콘텐츠 세기 사피 직면 쟁점 세계 지성 이슈 주목 세계 학 시대 이슈 주제 론 머스크 북한 핵 인류 위협 꼽았을까 게이츠 자칫 인류 마지막 기술 경고 그동안 삶 세계 쟁점 부상 팬데믹 기점 개인 정보 활용 프라이버시 침해 디지털 격차 사회 불평등 통제 불능 사이버 범죄 기술 편향 이나 정성 윤리,인문,13.0,"[(13, 0.24802955985069275), (25, 0.18497031927108765), (23, 0.1272314190864563), (15, 0.0916484147310257)]",사회 시대 주의 정치 문화,"{13: 0.24802955985069275, 25: 0.18497031927108765, 23: 0.1272314190864563, 15: 0.0916484147310257}",https://shopping-phinf.pstatic.net/main_3550528/35505281620.20221229072655.jpg,"16,200원"
39.0,50.5,9791192229126,미술관에 간 인문학자,안현배,어바웃어북,침묵 시 시 언어 표현 인문학 루브르 장대 미술 독법 제시 사랑 미술관 인문학자 모습 작업 작품 걸음 초점 도판 크기 최대한 거리 관람 포착 상대 이해 먼저 거리 듯이 걸음 가까이 깊이 이해 폴 슈 순교자 묶인 채 강물 소녀 몽환 그린 작품 쪽 젊음 희생 묘사 배경 어둠 집중 해석 길이 린다 소녀 죽음 사람 어스레 빛,인문,15.0,"[(15, 0.2636792063713074), (30, 0.21620629727840424), (5, 0.17764036357402802), (21, 0.08234389126300812)]",시작 이유 사실 경험 시대,"{15: 0.2636792063713074, 30: 0.21620629727840424, 5: 0.17764036357402802, 21: 0.08234389126300812}",https://shopping-phinf.pstatic.net/main_3493373/34933738618.20221019123920.jpg,"18,000원"
77.0,77.0,9791192229140,부동산을 공부할 결심,배문성,어바웃어북,부동산 시장 휘 금리 리스크 유동성 위기 극복 전례 집값 상승 하강 변곡점 반드시 공부 자산 수호 독법 팬데믹 계기 봇물 시중 돈 촉발 역대 상승 민낯 불과 전만 해도 전국 행진 집값 상반기 분위기 급 전하 더니 철퇴 초 금리 축제 영혼 똘똘 채 투자 구입 똘똘하 신공 투자 셈법 대출 기술 주택 자산 가가 사람 혼란 주택 마찬가지,경제 경영,22.0,"[(22, 0.52024906873703), (15, 0.14083565771579742), (25, 0.13210435211658478), (13, 0.04790486767888069)]",투자 돈 부동산 주식 부자,"{22: 0.52024906873703, 15: 0.14083565771579742, 25: 0.13210435211658478, 13: 0.04790486767888069}",https://shopping-phinf.pstatic.net/main_3532876/35328762622.20221027194522.jpg,"22,500원"
23.0,23.0,9791192237121,서툰 어른 처방전,박대선,강한별,어른 처방전 가슴 돌 어른 위로 인생 내비게이션 제목 사회 기준 어른 어른 겉 보이 외로움 아픔 안고 위로 약 감성 코치 이름 활동 감정 인스타그램 공유 팔로워 소통 무료 상담 진행 스토리 즉 덕분 때로는 주기도 때로는 뼈 조언 때로는 차마 입 밖 대신 공감 기도 시 편이 결코 깊이 준비 어른 인생 내비게이션,에세이,21.0,"[(21, 0.5650638341903687), (15, 0.15409301221370697), (1, 0.092165008187294), (23, 0.07721599191427231)]",사랑 마음 위로 인생 행복,"{21: 0.5650638341903687, 15: 0.15409301221370697, 1: 0.092165008187294, 23: 0.07721599191427231}",https://shopping-phinf.pstatic.net/main_3511549/35115493650.20221019101453.jpg,"15,120원"
64.0,38.5,9791192248066,그레이트 리세션 2023년 경제전망,김광석,지식노마드,리 세션 시대 최악 침체 기회 침체 활 모색 시점 위드 코로나 회복 단계 동시 경기 긴축 침체 방향 금리 바짝 여지 금리 역습 시작 달러 강세 신흥 국 외환위기 리스크 전쟁 탈세 화가 진전 고물 기조 강도 긴축 재정 장기 양상 예상 그레이 트 리 세션 경제 전망 내핍 시대 정의 물자 참고 뜻 궁핍 다소 차이 궁핍 몹시 상황 내핍 상황 인내 모습 의미 이탈 회귀 지나 참고 시기,경제 경영,22.0,"[(22, 0.33291035890579224), (25, 0.1777520626783371), (15, 0.14660769701004028), (10, 0.09953999519348145)]",투자 돈 부동산 주식 부자,"{22: 0.33291035890579224, 25: 0.1777520626783371, 15: 0.14660769701004028, 10: 0.09953999519348145}",https://shopping-phinf.pstatic.net/main_3527659/35276592619.20221027194642.jpg,"17,100원"
75.0,47.6,9791192300092,오십에 읽는 장자,김범준,유노북스,오십 근심 괴로움 장자 오십 인생 절반 가족 돈 명예 틈 정작 얼마나 보고 노력 오히려 근심 걱정 오십 우울 감 감정 장자 오십 지혜 깨 인생 막 시작 장자 얽매 비결 혜자 목수 눈길 주지 나무 혜자 나무 쓸모 고민 장자 나무 피해 주지 도끼 일도 나무 그늘 낮잠,인문,3.0,"[(3, 0.3243076801300049), (15, 0.30908799171447754), (8, 0.13641540706157684), (10, 0.08326004445552826)]",마음 심리학 감정 심리 불안,"{3: 0.3243076801300049, 15: 0.30908799171447754, 8: 0.13641540706157684, 10: 0.08326004445552826}",https://shopping-phinf.pstatic.net/main_3246283/32462838046.20221228072125.jpg,"14,400원"
11.0,30.8,9791192300214,과거가 남긴 우울 미래가 보낸 불안,김아라,유노북스,어제 비교 내일 짐작 방법 유지 방법 임상심리사 안내 단계 마음 근육 삼성 서울 병원 정신건강 의학과 교수 이화여대 심리학 교수 추천 보건 복지부 조사 성인 평생 번은 정신 건강 우리나라 국민 우울증 경험 사람 불안 장애 경험 사람 집계 우울 불안 모양 지난 그때 후회 자책 모습 최악 경우 상상 걱정 모습 뿐 모습 우울 불안 모양 사람 방치 우울 불안 여러 감정 복합 감정 이기,인문,3.0,"[(3, 0.33864179253578186), (0, 0.17740127444267273), (15, 0.15282955765724182), (23, 0.1167253851890564)]",마음 심리학 감정 심리 불안,"{3: 0.33864179253578186, 0: 0.17740127444267273, 15: 0.15282955765724182, 23: 0.1167253851890564}",https://shopping-phinf.pstatic.net/main_3364246/33642467648.20221019151628.jpg,"15,300원"
4.0,2.7,9791192300245,마흔에 읽는 니체,장재형,유노북스,내일 죽 사랑 하라 마흔 삶 자극제 니체 조언 마흔 인생 중반 후반 과도기 안정 삶 지난날 후회 앞 방황 삶 공허 권태 무언가 좇으 도리어 마흔 니체 인생 마지막 삶 사랑 인생 전환 나은 방향 삶 제대로 사랑 번은 니체 나라 인생 길이 니체 철학 현재 삶 자리 주도 의욕 인생 사랑 깨달음 방법,인문,9.0,"[(9, 0.31084945797920227), (15, 0.18814617395401), (23, 0.18267640471458435), (21, 0.15955953299999237)]",인생 길 지혜 순례 마지막,"{9: 0.31084945797920227, 15: 0.18814617395401, 23: 0.18267640471458435, 21: 0.15955953299999237}",https://shopping-phinf.pstatic.net/main_3417070/34170700621.20230101101444.jpg,"14,400원"
53.0,62.4,9791192312200,게으른 완벽주의자를 위한 심리학,헤이든 핀치/이은정,시크릿하우스,사람 사람 게으름 감정 사람 죽음 벼락치기 처리 나중 스트레스 작업 질 마음 안정 결과 보이 사람 능력 노력 일면 사람 스스로 사람 자책 정말 절제 사람 오히려 부담 감 시작 사람 신간 완벽주의자 심리학 헤 핀치 박사 게으름 절제 관리 능력 감정,인문,3.0,"[(3, 0.4366009533405304), (15, 0.23297929763793945), (12, 0.12927013635635376), (4, 0.0628838762640953)]",마음 심리학 감정 심리 불안,"{3: 0.4366009533405304, 15: 0.23297929763793945, 12: 0.12927013635635376, 4: 0.0628838762640953}",https://shopping-phinf.pstatic.net/main_3394146/33941463619.20221019124540.jpg,"15,300원"
35.0,52.0,9791192312231,문제적 캐릭터 심리 사전,한민/박성미/유지현,시크릿하우스,소설 영화 드라마 만화 등장 주인공 빌런 매력 캐릭터 심리학 비밀 심리학자 캐릭터 성격 심리학 성격 스펙트럼 방어기제 정신장애 문화 심리학 범죄심리학 창작 캐릭터 성격 스펙트럼 심리 설정 소설 시나리오 대본 웹툰 웹소설 게임 스토리 기획 창작 먼저 구상 캐릭터 설정 일일 역대 사이코패스 양 침묵 한니발 렉터 캐릭터 조커 빌런 캐릭터 펜트하우스 서진 광기 캐릭터 아이언맨 토니 스타크 히어로 캐릭터 혐오 마츠코 일생 마츠코 가스 팅 취약 캐릭터 경우,인문,29.0,"[(29, 0.5667303800582886), (3, 0.15766988694667816), (5, 0.0995926782488823), (15, 0.06856001913547516)]",드라마 영화 스토리 캐릭터 본집,"{29: 0.5667303800582886, 3: 0.15766988694667816, 5: 0.0995926782488823, 15: 0.06856001913547516}",https://shopping-phinf.pstatic.net/main_3504752/35047522628.20221019115822.jpg,"16,200원"
66.0,66.0,9791192313108,아기를 부르는 그림,미야베 미유키/이규원,북스피어,신 아기 점지 술 도매 상의 주인 그린 점지 영험 소문 거리 시작 실제 기도 해도 임신 기쁨 환호성 부부 몇 쌍 아기 기미 고민 부부 소문 여신 변재 님 아기 채 배 타고 덕분 부부 대로 길몽 옥동자 아기 덜컥 아기 부부 눈물 밤 새우 점점 술 도매 상의 주인 준 발견 어째서 배 덩 뿐 아기 변재 님 보이지 마치 아기 점지 준 변재 님 변심 아기,소설/시/희곡,20.0,"[(20, 0.291603684425354), (15, 0.23862338066101074), (24, 0.2302895039319992), (21, 0.08746363967657089)]",아이 그림책 엄마 친구 어린이,"{20: 0.291603684425354, 15: 0.23862338066101074, 24: 0.2302895039319992, 21: 0.08746363967657089}",https://shopping-phinf.pstatic.net/main_3569598/35695982622.20221230072320.jpg,"15,120원"
8.0,20.1,9791192372037,저 별은 모두 당신을 위해 빛나고 있다,손힘찬,떠오름,존재 밤하늘 자신감 나답 살기 신작 사랑 좀 나답 살기 신작 저 별 사랑 위로 사랑 존재 밤하늘 자신감 제일 사랑 존재 남 의식 삶 스스로,에세이,21.0,"[(21, 0.6803431510925293), (20, 0.10867287963628769), (15, 0.053582724183797836), (5, 0.03908560425043106)]",사랑 마음 위로 인생 행복,"{21: 0.6803431510925293, 20: 0.10867287963628769, 15: 0.053582724183797836, 5: 0.03908560425043106}",https://shopping-phinf.pstatic.net/main_3243640/32436402628.20221019115819.jpg,"13,680원"
