,순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words
2508,56.0,56.0,9791170520634,언제나 밤인 세계,하지은,황금가지,세대 환상 문학 마에스트로 얼음 나무 숲 귀환 런칭 즉시 카카오페이지 문학 탭 랭킹 환상 문학 중흥 지은 신간 밤 세계 샴쌍둥이 서로 운명 남매 애증 그린 판타지 스릴러 밤 세계 장편 신작 얼음 나무 숲 세대 환상 문학 기념비 작품 문학 성과 특유 탐미 매혹 필체 재 웹툰 드라마 판권 계약 러시아 일본 출판 계약 체결 국내외 장르 문학계 관심 몸 바,소설/시/희곡,15,"[(15, 0.393473744392395), (2, 0.18917708098888397), (4, 0.1511959284543991), (9, 0.1183822825551033)]",소설 작품 영화 문학 감독
2509,79.0,72.5,9791170521389,리치 우먼,킴 기요사키 /박슬라,민음인,재테크 밀리언셀러 부자 아빠 시리즈 여성 특별판 탄생 미국 처음 세계 언어 개국 출판 국내 재테크 밀리언셀러 부자 아빠 아빠 시리즈 여성 특별판 리치 우먼 민음 부자 아빠 아빠 시리즈 로버트 기요 사키 부인 킴 기요 사키 여성 맞춤 재테크 지침 서로 부자 아빠 투자 재테크 원칙 여성 관점 친구 조언 스토리텔링 형식 여성 주체 독립 삶 중요성 강조 돈 자유 기준 여성 재테크 입문 역할,경제 경영,6,"[(6, 0.36953842639923096), (2, 0.304105669260025), (12, 0.17405307292938232), (4, 0.08578437566757202)]",투자 돈 부동산 부자 주식
2510,59.0,43.5,9791170521730,미키7,배지혜/에드워드 애슈턴,황금가지,기생충 아카데미상 수상한 봉준호 감독 차기 영화 원작 복제인간 사내 주인공 정체 철학 계급 모순 장편소설 미키 모험 소설 철학 풍자 유머 전제 유인 뒤 진실 억압 재능 파괴 통찰 뉴욕 널 오브 북스 설정 사회 비평 유머 깜짝 공포 버 기생충 봉준호 감독 영화 필름 스테이지 봉준호 감독 차기 영화 원작 주목 에드워드 애슈턴 장편소설 미키 황금가지,소설/시/희곡,15,"[(15, 0.4955868124961853), (2, 0.23978658020496368), (12, 0.1260850727558136), (11, 0.10326205939054489)]",소설 작품 영화 문학 감독
2511,1.0,1.0,9791170522119,한계선을 넘다,크래프톤,황금가지,눈물 게임 영상 아트,예술,10,"[(10, 0.31518325209617615), (5, 0.20693305134773254), (1, 0.16011694073677063), (12, 0.058906879276037216)]",유튜브 음악 기업 채널 클래식
2512,65.0,72.0,9791185042367,마이클 조던 MICHAEL JORDAN,롤랜드 레이즌비/서종기,1984(일구팔사),마이클 조던 스포츠 역사 길이 장면 상징 이름 사람 절체절명 위기 슛 철썩 소리 역전 슛 숱 업적 어 두운 경쟁심 도박 골몰 성향 주제 서적 측면 균형 전기 롤랜드 레이 즌 수십 조던 대학 시절 프로 생활 취재 경험 농구 지도자 친분 친구 팀 동료 가족 무수 인터뷰 선수 아이콘 마이클 조던 초상 스포츠 기자 스포츠 전문 서평 극찬 이유,에세이,10,"[(10, 0.24883989989757538), (5, 0.23501984775066376), (12, 0.14026673138141632), (11, 0.09934558719396591)]",유튜브 음악 기업 채널 클래식
2513,71.0,71.0,9791185042374,타이거 우즈 tiger woods,제프 베네딕트/아먼 케티언/강한서,1984(일구팔사),골프 신동 영웅 치욕 유명인사 타이거 우즈 골프 코스 밖 사람 가족사 개인 삶 제한 인터뷰 구성 보도자료 신화 반쪽 진실 광고 활동 지라시 일간 헤드라인 베일 사생활 폭로 추락 길 추문 이혼 성 중독 치료 마흔 살의 타이거 시작 기자 평론가 타이거 투어 대회 자체 기적 평 타이거 어둠 추락 어찌 유명인사 배우 음악가 운동선수 어 움 타이거 양지 발걸음 끝,에세이,5,"[(5, 0.2900181710720062), (15, 0.21394196152687073), (11, 0.1927986741065979), (13, 0.11893831938505173)]",인생 마음 감정 위로 경험
2514,55.0,50.8,9791185066356,"딸아, 너는 나의 보석이란다",세리 로즈 세퍼드 저/나명화 역,아바서원,세계 메시지 왕 하나님 땅 보석 딸 위로 메시지 여성 매진 세리 퍼드 편지 배달 미국 미인대회 출신 겉모습 뒤 시절 부모 반복 이혼 재혼 우울증 폭식증 약물 알코올 중독 나날 가정 아픔 과거 로부터 자유 의미 그녀 여리고 여성 하나님 위로 응원 메시지,종교,5,"[(5, 0.6039707064628601), (16, 0.1561281681060791), (3, 0.13287581503391266), (4, 0.029022103175520897)]",인생 마음 감정 위로 경험
2515,33.0,55.8,9791185066622,"딸아, 너는 나의 보석이란다",세리 로즈 세퍼드 저/나명화 역,아바서원,딸 하나님 메시지 조판 원문 그대로 조판 하나님 땅 딸 위로 메시지 한국어 영어 얼마나 존재 확인,종교,16,"[(16, 0.2846340239048004), (12, 0.19154831767082214), (9, 0.189538836479187), (5, 0.13495869934558868)]",하나님 기도 성경 교회 말씀
2516,48.0,55.0,9791185104133,강자의 조건,이주희,MID 엠아이디,강 조건 과연 학 조언 고대 로마제국 세기 미국 역사 강대국 리더십 실체 힘 원성 동시 대의 나라 나라 기준 볼 관용 적 나라 관용 원성 강대국 강 조건 실마리 강 조건 세계 제국 패권 국가 학술 접근 동시 대의 경쟁자 비교 분석 비밀 직관 국가 공동체 조직 보편 해답,역사,3,"[(3, 0.3455127775669098), (12, 0.26526832580566406), (11, 0.13349920511245728), (8, 0.13008929789066315)]",역사 정치 대통령 중국 일본
2517,52.0,56.7,9791185121147,비폭력대화,마셜 로젠버그/캐서린 한,한국NVC센터,비폭력대화 실천 평화 공감 언어 가을 처음 장기 테디 자리 비폭력대화 평화 언어 삶 언어 증보 디팩 초 프라 머리말 갈등 해결 중재 추가 손봄 실용 성과 완성 한층 마셜 로젠버그 언어 인간관계 얼마나 역할 주목 다음 격언 경고 깊이 의식 초판 머리말 아룬 간디 언어 대화 방식 시작 표현 마셜 갈등 해결 유대 도움 언어 대화 방식 고안 비폭력대화 이름,인문,12,"[(12, 0.3900204002857208), (5, 0.18887388706207275), (2, 0.14406965672969818), (9, 0.08768846839666367)]",철학 의미 이해 교수 통찰
2518,40.0,58.7,9791185152431,내 문장이 그렇게 이상한가요?,김정선,유유,교정 숙수 요리법 전작 동사 맛 우리말 지식 버 형식 글쓰기 형식 조금 진전 형태 활용 비법 우리말 지식 부분 외주 교정 등장 부분 교차 대목 교정 교열 관련 의식 내용 면 정합 한층 방법 필요 요소 대로 적 지적 유형 정리 함 표현 설명 아래 설명 대목 우리말 현장 실무 자의 철학,인문,12,"[(12, 0.33666810393333435), (9, 0.2046903520822525), (0, 0.17793336510658264), (8, 0.1766667515039444)]",철학 의미 이해 교수 통찰
2519,22.0,47.0,9791185153476,우아한 루저의 나라,고혜련,정은문고(신라애드),대한제국 독일인 상상 구년 독일 하이 델베 르그 대한제국 일제강점기 독일 기사 몇 자료 발굴 당시 독일인 관찰 대한제국 부분 호도 평가 현 고개 금광 조사 크노헨 우어 강연 문 조선 경험 예 여행기 라우 텐자흐 교수 백두산 밀림 만난 이름 독립군 바탕 독일 신문 독일 대학 소장 자료 참조 구성 대한제국 답사 인의 독일인 대한제국 역사 엮었다,역사,12,"[(12, 0.5007867217063904), (9, 0.16422873735427856), (13, 0.1312214732170105), (3, 0.08123918622732162)]",철학 의미 이해 교수 통찰
2520,43.0,31.3,9791185253954,"다시, 이재명",윤종군/이재명 후보비서실 메시지팀,민중의소리,이재명 도전 시작 대선 처음 발간 이재명 관련 인천 계양 출마 이재명 관심 고조 이재명 정치 내면 인 움 도움 이재명 주옥 말글 추억 굿 이재명 이재명 안내서 이재명 대선 이재명 후보 발표 말글 주제 별로 국민 호응 이재명 후보 가치 철학 설문 앞머리 메시지 생산 과정 이재명 후보 에피소드 캠프 이견 대선 후의 아쉬움 그대로 이재명 후보 말글 미화 과장 가슴 약속 금쪽 이재명 후보 정이 그대로 언어,사회 정치,2,"[(2, 0.33758845925331116), (9, 0.15671513974666595), (3, 0.1531263142824173), (5, 0.12377100437879562)]",드라마 미국 만화 아마존 기념
2521,37.0,37.0,9791185264578,그렇게 피의자가 된다,김경록,다반,특수 조사 재판 조국 정경 심 교수 검찰 언론 만행 고발 언론 개혁 검찰 개혁 관심사 돈 버 외 관여 부분 지난 월간 직접 경험 언론 개혁 검찰 개혁 당사자 정말 과제 임 절실,사회 정치,3,"[(3, 0.40730422735214233), (9, 0.125559002161026), (6, 0.117278553545475), (5, 0.0689018964767456)]",역사 정치 대통령 중국 일본
2522,51.0,51.0,9791185272689,한경무크 CES 2022,한국경제신문 특별취재팀,한국경제신문사(한경비피),미래 기술 트렌드 투자 포인트 정리 무크 세계 최대 가전 전시회 낱낱이 베테 기자 교수 진 미래 기술 분석 매년 초 미국 라스베이거스 세계 최대 첨단 제품 전시회 평균 참가 기업 지난해 코로나 여파 온라인 행사 오프라인 하이브리드 형태 진행 과거 가전제품 중심 행사 젠 첨단 정보기술 기기 모빌리티 영역 확장 인공 지능 사물인터넷 로보틱스 첨단 기술 자동차 비롯 대형 선박 공장 자체 적용 헬 스케 푸드 테크 대체 불가능 토큰 우주 기술 범위 확장 미래 기술 전시회 거듭,경제 경영,7,"[(7, 0.29804688692092896), (11, 0.28613150119781494), (12, 0.11870934069156647), (6, 0.1000017300248146)]",과학 수학 뇌 지능 지식
2523,54.0,54.0,9791185272719,한경무크 한 권으로 마스터하는 메타버스 2022,한국경제신문 특별취재팀,한국경제신문사(한경비피),메타 버스 개념 트렌드 두루 댓 메타 버스 가이드북 메타 버스 인터넷 상이 라면 메타 버스 너머 신세계 현실 가상 겹 뒤 이름 이동 수단 존재 젠 지구 현상 기업 공간 사원 채용 언택트 회의 열 생산 공정 관리 방탄소년단 아이돌 그룹 게임 신곡 발표 아바타 대화 미국 대통령 조 바이든 닌텐도 커뮤니케이션 게임 동물 숲 선거운동 당장 아바타 익명 기술 빌어 가상공간 전쟁 영웅 수도 메타 버스 뒤 상상 현실 매직,경제 경영,11,"[(11, 0.3175586462020874), (7, 0.2523294687271118), (9, 0.11549798399209976), (10, 0.08036559820175171)]",사회 미래 변화 위기 코로나
2524,76.0,76.0,9791185392998,린치핀,세스 고딘/윤영삼,라이스메이커,세계 경영 마케팅 구루 세스 고딘 전하 대체 재능 통찰 안정 직업 존재 평균 삶 사람 세계 세스 고딘 예술가 기질 통찰 기계 톱니바퀴 대체 인재 예술가 인재 거듭 린치 핀 노동 임금 예술 재능 기부 공헌 크리에이터 권력 린치 핀 거듭 나기 조언 대체,자기계발,10,"[(10, 0.5431053638458252), (1, 0.10011585056781769), (12, 0.08338790386915207), (11, 0.07951231300830841)]",유튜브 음악 기업 채널 클래식
2525,72.0,72.0,9791185402659,매일 아침을 여는 1분의 기적,김종원/이이오,상상아카데미,인생 기적 미라클 모닝 일력 힘 믿음 출발 내면 투자 습관 성공 비즈니스 인생 영역 성장 인생 비즈니스 성장 사람 메시지 반복 삶 무기 기적 사람 아침 습관 걸음 마음 일력 기획 여기 이이오 위로 응원 희망 메시지 아침 숨 시작,자기계발,5,"[(5, 0.5384326577186584), (9, 0.21043233573436737), (4, 0.07862866669893265), (10, 0.05340444669127464)]",인생 마음 감정 위로 경험
2526,60.0,60.0,9791185408347,윤석열의 길,윤석열 어록/김용위,엘컴퍼니,일간 후보 윤석열 여정 당선 환희 대통령 사진 윤석열 대통령 지난 뒷모습 기쁨 아픔 고민 절망 국민 진심 빛 다큐멘터리 사진가 김용 일간 밀착 동행 사진가 윤석열 사진 김용 전력 다해 달리 후보 윤석열 호흡 포괄 김용 가슴 총 사진 단어 공유 사진가 김용 윤석열 겨눴다 저격수 역사 켜,사회 정치,3,"[(3, 0.3833160996437073), (5, 0.27705129981040955), (1, 0.22529494762420654), (15, 0.04788967967033386)]",역사 정치 대통령 중국 일본
2527,37.0,37.0,9791185419121,별을 삼킨 괴물,민트래빗 플래닝 글그림,민트래빗,괴물 밤하늘 별 괴물 도대체 별 하늘 별 적 괴물 별 구 초록 노랑 주홍 아이 출동 별 괴물 토끼 쫑긋 쫑긋 귀 악어 이빨 원숭이 꼬리 여러 동물 모습 괴물 모습 의태어 표현 아이 동물 이해 별 괴물 민트 래빗 코드 투니버스 소속 전문 성우 동화 구연 호기심 아이 실감 민트 래빗 동화 구연 듣기,유아,4,"[(4, 0.6734318733215332), (15, 0.11495545506477356), (9, 0.07513469457626343), (0, 0.04777955636382103)]",아이 엄마 그림책 시인 마음
2528,16.0,34.0,9791185428673,아들러 성격 상담소,기시미 이치로/이영미,생각의날개,성격 도대체 성격 정말 팔자 성격 내일 아들러 카운슬링 어쩌자 성격 한번 미움 용기 아들러 심리학 붐 시미 이치로 아들러 성격 상식 뒤엎는 아들러 성격심리학 기반 강연 내용 목적 성격 진단 개개인 성격 제대로 이해 성격 사람 지적 도움 성격 고민 적용 해결 등장 자꾸만 눈치 항상 밤 성격 생,인문,5,"[(5, 0.5252137780189514), (9, 0.2052661031484604), (12, 0.18159031867980957), (0, 0.05247162654995918)]",인생 마음 감정 위로 경험
2529,43.0,28.9,9791185455174,네이버쇼핑 스마트스토어로 상위노출 하라,김도균,휴먼하우스,네이버 쇼핑 페이지 상위 노출 전략 네이버 쇼핑 칫솔 핫팩 선풍기 비롯 키 워드 페이지 상품 억대 매출 빅 파워 스마트 스토어 운영 노하우 상위 노출 전략 소개 이론 적용 순위 상승 스마트 스토어 상위 노출 실전 기법 스마트 스토어 초보 네이버 쇼핑 상위 노출 극대 대상 네이버 쇼핑 알고리즘 로직 검색 랭킹 로직 이해 작업 상품 상위 비법 전략,경제 경영,10,"[(10, 0.6719618439674377), (0, 0.21393994987010956), (11, 0.02183436043560505), (15, 0.020133376121520996)]",유튜브 음악 기업 채널 클래식
2530,46.0,47.2,9791185459523,모든 요일의 여행 (10만 부 기념 리커버 에디션),김민철,북라이프,시리즈 요일 요일 여행 돌파 기념 커버 지난 극찬 요일 여행 김민철 여행자 여행 직조 여행 여행 빛 아래 외면 게으름 폭발 곤 성질 머리 모범생 습관 모습 고 로부터 더욱 공간 행동,에세이,14,"[(14, 0.32747697830200195), (5, 0.24056574702262878), (9, 0.17444051802158356), (2, 0.13552238047122955)]",여행 정보 여행지 제주 가이드북
2531,56.0,56.0,9791185473925,에코 미니멀 살림 연습,양순아,레시피팩토리(단행),쇼핑 강의 맥시멀 리스트 미니 제로 웨 이스트 라이프 에코 미니 살림꾼 시작 옷 입 옷장 툴툴대던 남편 옷 좀 옷 큰일 입 수도 감고 과감 정리 옷 확 오히려 입 옷 취향 옷장 여백 마음 한결 여유 워 출발 정리 옷장 주방 거실 욕실 공간 둘 심플 경험 미니 지기 물건,유아,9,"[(9, 0.7338948249816895), (8, 0.16566802561283112), (5, 0.032601047307252884), (0, 0.0266142338514328)]",시작 방법 처음 생활 마음
2532,5.0,11.0,9791185553931,만들면서 배우는 파이썬과 40개의 작품들,장문철,앤써북,업무 생활 적용 프로그램 직접 코딩 보고 동시 파이썬 자연 이해 구성 파이썬 기초 문법 자동화 크롤 링 이미지 처리 데이터 분석 웹페이지 프로그램 게임 인공 지능 관련 프로그램 직접 파이썬 코딩 파이썬 기초 문법 총 주제 별 프로그램 직접 코딩 볼 구성,IT 모바일,0,"[(0, 0.8034647703170776), (9, 0.1454520970582962), (12, 0.009068211540579796), (5, 0.008989131078124046)]",학습 설명 이해 활용 기초
2533,14.0,20.6,9791185564074,달 샤베트,백희나,책읽는곰,호기심 상상력 빚 환경 달샤베트 여름밤 에어컨 선풍기 냉장고 열기 달이 똑똑 똑 시작 반장 할머니 고무 대야 가득 달물 샤베트 이웃 에어컨 선풍기 냉장고 윙윙,유아,4,"[(4, 0.5163989067077637), (11, 0.14230123162269592), (15, 0.13616728782653809), (6, 0.06822583824396133)]",아이 엄마 그림책 시인 마음
2534,63.0,63.0,9791185564128,꿈에서 맛본 똥파리,백희나,책읽는곰,아이 엄마 마법 유년 백희나 빛 볕 올챙이 동생 초롱초롱 눈빛 공격 파리 녹초 오빠 개구리 오빠 개구리 온종일 파리 마리 쫄쫄 잠 오빠 보신 적 연못 올챙이 일찍 오빠 개구리 오빠 개구리 어른 개구리 올챙이 동생 오빠 개구리 파리 사냥 올챙이 동생 오빠 소리 올챙이 동생 덕 요구 오빠 개구리 잠시 이내 혀 쭉 파리 마리 모습 올챙이 동생 약속 환호성,유아,4,"[(4, 0.6855197548866272), (14, 0.17977149784564972), (12, 0.04140176996588707), (11, 0.03672192618250847)]",아이 엄마 그림책 시인 마음
2535,32.0,32.0,9791185578781,스크래치 : 문제해결을 위한 컴퓨팅 사고,목원대학교 스톡스대학 SW교양학부,인피니티북스,컴퓨터 해결 필수 도구 최근 컴퓨팅 사고 컴퓨터 과학자 사람 능력 인식 컴퓨팅 사고 분해 추상화 패턴인식 알고리즘 컴퓨터 과학 기본 원리 적용 창의 논리 해결 사고방식 스크래치 컴퓨팅 사고 함양 집필 컴퓨팅 사고 기본 개념 적용 분석 설계 스크래치 구현 문제해결 전체 과정 학습 구성,IT 모바일,0,"[(0, 0.7700836062431335), (12, 0.10535205155611038), (7, 0.07384016364812851), (5, 0.009419932030141354)]",학습 설명 이해 활용 기초
2536,54.0,54.0,9791185578934,컴퓨팅 기반 문제해결 with 파이썬,장은실,인피니티북스,파이썬 문제해결 능력 기술 사용 프로그래밍 해결 능력 필수 컴퓨팅 기반 문제해결 파이썬 핵심 내용 프로그래밍 언어 파이썬 이유 컴퓨팅 사고 파이썬 개발 환경 소개 순차 구조 자료 형태 구조 복구 관련 문법 실생활 예제 표 활용 설명 학습 문법 실습 실습 예제 포함 파이썬 문법 종합 활용 프로그래밍 해결 과정 학습 효율 프로그래밍 함수 필요성 사용 방법 소개 장의 끝 배치 연습 학습 내용 복습 활용,IT 모바일,0,"[(0, 0.8731043934822083), (9, 0.049621012061834335), (4, 0.031360119581222534), (10, 0.016563409939408302)]",학습 설명 이해 활용 기초
2537,53.0,53.0,9791185578958,AI시대의 컴퓨터 개론,강환일/신용현/조진형/강환수,인피니티북스,인공 지능 컴퓨터 개론 메타 버스 입학식 화상회의 기반 맞춤 서비스 일상생활 인공 지능 접 인공 지능 컴퓨터 기초 지식 컴퓨팅 사고 설명 빅데이터 블록 체인 자율 주행 지능 로봇 첨단 기술 소개 인공 지능 터 별도 구성 인공 지능 기초 심화 초보자 눈높이 설명 컴퓨터 전공자 기본 서로 컴퓨터 비 전공자 일반 교양 서로 이용 강의 교재 사용 교수 강사 강의 흐름 내용 터 구성 표 학습자 학습 구성 객관 괄호 주관 학습 내용 점검,IT 모바일,0,"[(0, 0.622420608997345), (7, 0.2915736138820648), (12, 0.058054208755493164), (5, 0.005190849769860506)]",학습 설명 이해 활용 기초
2538,28.0,47.5,9791185584454,나는 4시간만 일한다,팀 페리스/최원형/윤동준,다른상상,최소한 대로 맹목 돈 좇 저리 삶 출퇴근 야근 휴일 근무 양 결과 측정 방식 순응 삶 효과 효율 은퇴 집행유예 삶 자화상 도대체 인생 최대한 자유 쟁취 백만장자 재산 백만장자 필요 일주일 목표 수입 저절로 생기 일주일 나머지 자유,자기계발,6,"[(6, 0.3383011817932129), (9, 0.3165366053581238), (5, 0.22586672008037567), (12, 0.04266663268208504)]",투자 돈 부동산 부자 주식
2539,77.0,77.0,9791185716435,백년을 살아보니,김형석,덴스토리(DENSTORY),철학 대부 언덕 인생 바야흐로 인류 역사상 대미 문의 는가 행복 인생 인생관 가치관 인생 고 먼저 인생 산 이의 지혜 삶 조금 년대 초대형 영원 대화 삶 관통 철학 사유 지성 나이 왕성 저작 강연 활동 현역 김형석 교수 스스로 인생 깨달 삶 비밀 인생 후배 소리,인문,5,"[(5, 0.3888275921344757), (12, 0.25477334856987), (15, 0.1373107135295868), (6, 0.06870536506175995)]",인생 마음 감정 위로 경험
2540,10.0,11.0,9791185818504,스님은 아직도 사춘기,명진,평화의길,봉은사 주지 조계종 총무 승 박탈 나니 오히려 마음 출가 자리 마음 셈 수행자 모습 사람 가야 길 행복 이처럼 본질 물음 외면 껍데기 인생 과연 조계종 마찬가지 돈 권력 취한 간화선 세계 과연 종교 근본 코로나 성찰 요구 삶 방식 철학 물질 풍요 성공 집착 경쟁 강박,종교,5,"[(5, 0.3549518287181854), (12, 0.30203840136528015), (11, 0.1918444037437439), (9, 0.0625709667801857)]",인생 마음 감정 위로 경험
2541,56.0,66.0,9791185831893,Tripful 트립풀 Issue No.17 방콕,이지앤북스 편집부,이지앤북스(EASY&BOOKS),늘 여행 여행 낯선 즐거움 삶 영감 지기 늘 곁 여행 가득 여행 트립풀 매체 서적 여행 정보 홍수 여행 의미 이유 정작 여행 정답 다만 여행 여행 감정 궤 존재 함 이견 여행 전하 즐거움 여행 영감 여행 브랜드 앤북스 트립풀 여행 정답 여행 즐거움 발견 방법 시한 여행 방식 보고 즐거움 여행 장면,건강 취미,9,"[(9, 0.5188658833503723), (14, 0.3615265190601349), (5, 0.06434615701436996), (12, 0.026484251022338867)]",시작 방법 처음 생활 마음
2542,47.0,32.4,9791185860572,퀸즐랜드 자매로드,황선우/김하나,이야기나무,시작 여행 여자 끼리 순위 시스터 후드 충만 호주 퀸즐랜드 삶 기쁨 여자 둘 황 선우 김하나 여자 둘 여행 여행지 퀸즐랜드 팟캐스트 둘톡 인스타 트위터 종횡무진 활약 황 선우 김하나 공저 퀸즐랜드 자매 로드 코로나 팬데믹 이전 호주 퀸즐랜드 대자연 퀸즐랜드 사람 라이프스타일 경험,건강 취미,5,"[(5, 0.3905532658100128), (14, 0.28564321994781494), (10, 0.1614094376564026), (12, 0.04401122033596039)]",인생 마음 감정 위로 경험
2543,57.0,57.0,9791185939698,생각하고 표현하는 말하기,한상철/최혜진/조용림/신지연/강연임/장수경/목원대학교 교양국어 교재편찬위원회,인문과교양,사회 요구 대학생 효과 국어 역량 초지 습득 의견 수렴 능력 함양 주안 표현 도입 단계 기초 단계 발전 단계 마무리 단계 총 네 단계 구성,인문,0,"[(0, 0.4907482862472534), (8, 0.2053743451833725), (12, 0.09690091758966446), (5, 0.05632796511054039)]",학습 설명 이해 활용 기초
2544,64.0,69.4,9791185952987,말 그릇,김윤나,카시오페아,그릇 인생 주인 사람 재주 사람 곁 사람 마음 사람 꼭 조리 사람 입 침묵 사람 한마디 품격 사람 그릇 만들기 다섯 파트 구성 그릇 의미 그릇 개인 감정 공식 습관 과정 차근차근 성장 방해 발견 부와 그릇 사람 사용 대화 기술 소개,자기계발,9,"[(9, 0.3459327816963196), (5, 0.2908612787723541), (0, 0.17175781726837158), (11, 0.09063845127820969)]",시작 방법 처음 생활 마음
2545,37.0,46.5,9791185954813,뱅크시,윌 엘즈워스-존스/이연식,미술문화,사람 종종 낙서 예술 음 예술 죽 테이트 뱅크시 삶 예술 추적 저널리스트 뱅크시 어제 뱅크시 이름 사람 아마 사건 예술가 작품 프레임 파쇄기 설치 뒤 소더비 경매 작품 파운드 한화 억 낙찰 파쇄기 사건 도중 파쇄기 탓 절반 뱅크시 풍선 소녀 충격 사건 전개 더욱 구매 낙찰 취소 반파 그대로 사건 뱅크시 쓰레기통 란 이름 붙이 진품 인증서 발행,예술,15,"[(15, 0.4062752425670624), (12, 0.13582366704940796), (9, 0.10975833982229233), (1, 0.10263562202453613)]",소설 작품 영화 문학 감독
2546,73.0,73.0,9791185992006,학급긍정훈육법,제인 넬슨/린 로트/스티븐 글렌/김성환,에듀니티,존경 교사 단호 학생 인격 감정 공동체 구성원 약속 책임 단호 학생 방종 거부 감 두려움 교사 연결 유 대감 바탕 가치 자존감 공동체 의미 소속 감 공동체 책임감 즉 학급 긍정 훈육 보상 처벌 상호 존중 배려 격려 민주 교실 교육법 단호 교사 원칙 소개 교사 교사 유형 아이 이유 아이 이유 민주 교실 기술 소개,사회 정치,8,"[(8, 0.4596923589706421), (5, 0.3947161138057709), (11, 0.05708770826458931), (12, 0.042243607342243195)]",교육 아이 교사 공부 수업
2547,47.0,47.0,9791186061855,뮌헨에서 시작된 대한민국의 기적,홍하상,백년동안,번영 고비 고비 김재 한강 기적 설계 과학자 미래 통찰 열정 헌신 산업화 철강 조선 자동차 산업 산업화 선진 화로 도약 독립 국가 표준 시작 독일 방문 박정희 대통령 김재 철강 공업 육성 방안 박정희 유치 과학자 호로 한강 기적 시작,역사,3,"[(3, 0.28396156430244446), (5, 0.20690342783927917), (11, 0.17459633946418762), (7, 0.11422505229711533)]",역사 정치 대통령 중국 일본
2548,60.0,60.0,9791186116333,NFT 현명한 투자자,김동은,알투스,하이브 세계관 라이브러리 파트장 인문 기술 아트 미래 전망 종합 세계관 메타 버스 블록 체인 암호 화폐 이론 배경 지식 기술 능력 실제 아티스트 투자 자로 활동 전문가 인정 전문가 메타 버스 투자 성과 투자자 제작 예술가 투자자 길 소개 어디 시작 투자 처음 끝 차근차근 설명 투자 종합 투자 기회 조건 투자자 열풍,경제 경영,6,"[(6, 0.3484848737716675), (12, 0.1716827154159546), (7, 0.12938475608825684), (9, 0.11621934175491333)]",투자 돈 부동산 부자 주식
2549,26.0,48.0,9791186116357,통찰의 시간,신수정,알투스,머리 마음 움직 행동 주제 통찰 통찰 방법 과정 엄선 여권 핵심 내용 지혜 융합 아하 행동 코칭 통찰 방법 리더십 경영 창업 인생 필 독서 통찰 전작 격 프리퀄 통찰 축적 핵심 정리 세대 깨달음 인식 통찰 보고 통찰 방법 크게 서술,자기계발,12,"[(12, 0.4539099633693695), (5, 0.19641193747520447), (10, 0.11985987424850464), (7, 0.07211218774318695)]",철학 의미 이해 교수 통찰
2550,63.0,65.7,9791186151471,해외구매대행으로 평생 돈벌기,기대원 /이준열,리텍콘텐츠(RITEC CONTENTS),초기 자본 걱정 필요 부캐 구석 돈버 방법 잡 도전 입 문자 추천 사업인 해외 구매 대행 비즈니스 메뉴얼 해외 대행 경우 거의 제로 자본금 시작 자본금 리스크 거의 비즈니스 업무 노트북 작업 간만 공간 제약 어디 서든 디지털 노마드 아이템 상품 찾기 마진 분석 파워 유튜버 노하우 전격 공개 직장인 투잡 입문,경제 경영,10,"[(10, 0.30005067586898804), (9, 0.28265076875686646), (6, 0.20747509598731995), (0, 0.11747144162654877)]",유튜브 음악 기업 채널 클래식
2551,66.0,70.0,9791186151495,"백년의 기억, 베스트셀러 속 명언 800",김태현,리텍콘텐츠(RITEC CONTENTS),운명 인생 각자 사람 좌절 재기 운명 좀 나은 변화 모색 변화 영감 영감 핵심 행복 변화 변화 택하 변화 스스로 미래 설계 지혜 이전 본질 가치,인문,5,"[(5, 0.43133190274238586), (11, 0.35634973645210266), (3, 0.07470964640378952), (9, 0.04736638069152832)]",인생 마음 감정 위로 경험
2552,58.0,64.7,9791186151563,방구석 뮤지컬,이서희,리텍콘텐츠(RITEC CONTENTS),감동 열 명작 뮤지컬 인문학 해석 힐링 행서 극복 어려움 맞닥뜨리고 구멍 버거운 뮤지컬 인물 갖은 어려움 최선 고민 도전 운명 배반 늘 뮤지컬 인물 인생 통찰 감동 뮤지컬 배경 서사 가사 공연장 느낌 전달 코드 명작 뮤지컬 넘버 감상,인문,10,"[(10, 0.3212607800960541), (5, 0.3019467294216156), (15, 0.16278432309627533), (1, 0.1080758348107338)]",유튜브 음악 기업 채널 클래식
2553,61.0,61.0,9791186152218,쇼킹부동산 2 : 청약 갑부,쇼킹부동산,SG연구소,돈 분양 당첨 비법 당첨 미래 도 지난 청약 시장 과열 청약 마련 포기 건국 분양 물량 공급 물량 판교 광교 위례 지역 지역 공급 여러분 인생 몇 기회 구독 자의 부동산 유튜버 쇼킹 부동산 인터넷 찾기 공급 정보 당첨 노하우 청약 제도 정리 서적 만약 여러분 마련 주택 서적 삶 질 크게 결과 확신,경제 경영,6,"[(6, 0.6928936839103699), (9, 0.17516350746154785), (12, 0.050208721309900284), (5, 0.029186051338911057)]",투자 돈 부동산 부자 주식
